ItemId;Matches with reference;Matches without reference;Partial matches with reference;Partial matches without reference;Mismatches with reference;Mismatches without reference;Matches;Partials;Mismatches;Partials/Partials+Mismatches;;;;
Q753789;0;0;0;0;1;0;0;0;1;0;;;;
Q753834;0;0;0;0;2;0;0;0;2;0;;;;
Q753891;0;0;0;0;1;0;0;0;1;0;;;;
Q753906;0;0;0;0;1;0;0;0;1;0;;;;
Q753949;0;0;0;0;1;0;0;0;1;0;;;;
Q754306;0;0;0;0;0;1;0;0;1;0;;;;
Q754638;0;0;0;0;0;1;0;0;1;0;;;;
Q754766;0;0;0;0;1;0;0;0;1;0;;;;
Q754773;0;0;0;0;1;0;0;0;1;0;;;;
Q754776;0;0;0;0;1;0;0;0;1;0;;;;
Q754788;0;0;0;0;1;0;0;0;1;0;;;;
Q754790;0;0;0;0;1;0;0;0;1;0;;;;
Q754868;0;0;0;0;0;1;0;0;1;0;;;;
Q755275;0;0;0;0;1;0;0;0;1;0;;;;
Q755420;0;0;0;0;1;0;0;0;1;0;;;;
Q755559;0;0;0;0;0;1;0;0;1;0;;;;
Q755587;0;0;0;0;0;1;0;0;1;0;;;;
Q755615;0;0;0;0;0;1;0;0;1;0;;;;
Q755691;0;0;0;0;1;0;0;0;1;0;;;;
Q755748;0;0;0;0;1;0;0;0;1;0;;;;
Q756273;0;0;0;0;1;0;0;0;1;0;;;;
Q756581;0;0;0;0;1;0;0;0;1;0;;;;
Q756587;0;0;0;0;1;0;0;0;1;0;;;;
Q756645;0;0;0;0;1;0;0;0;1;0;;;;
Q756957;0;0;0;0;1;0;0;0;1;0;;;;
Q757050;0;0;0;0;1;0;0;0;1;0;;;;
Q757133;0;0;0;0;1;0;0;0;1;0;;;;
Q757401;0;0;0;0;1;0;0;0;1;0;;;;
Q758325;0;0;0;0;1;0;0;0;1;0;;;;
Q758336;0;0;0;0;1;0;0;0;1;0;;;;
Q758623;0;0;0;0;1;0;0;0;1;0;;;;
Q759081;0;0;0;0;1;0;0;0;1;0;;;;
Q759087;0;0;0;0;1;0;0;0;1;0;;;;
Q759089;0;0;0;0;1;0;0;0;1;0;;;;
Q759201;0;0;0;0;1;0;0;0;1;0;;;;
Q759412;0;0;0;0;1;0;0;0;1;0;;;;
Q759776;0;0;0;0;1;0;0;0;1;0;;;;
Q759786;0;0;0;0;1;0;0;0;1;0;;;;
Q759834;0;0;0;0;1;0;0;0;1;0;;;;
Q759836;0;0;0;0;1;0;0;0;1;0;;;;
Q759845;0;0;0;0;1;0;0;0;1;0;;;;
Q760476;0;0;0;0;1;0;0;0;1;0;;;;
Q760624;0;0;0;0;1;0;0;0;1;0;;;;
Q761439;0;0;0;0;1;0;0;0;1;0;;;;
Q761701;0;0;0;0;1;0;0;0;1;0;;;;
Q761703;0;0;0;0;1;0;0;0;1;0;;;;
Q762133;0;0;0;0;1;0;0;0;1;0;;;;
Q762492;0;0;0;0;1;0;0;0;1;0;;;;
Q762751;0;0;0;0;1;0;0;0;1;0;;;;
Q762884;0;0;0;0;1;0;0;0;1;0;;;;
Q762920;0;0;0;0;1;0;0;0;1;0;;;;
Q764754;0;0;0;0;1;0;0;0;1;0;;;;
Q764943;0;0;0;0;1;0;0;0;1;0;;;;
Q765086;0;0;0;0;1;0;0;0;1;0;;;;
Q765434;0;0;0;0;1;0;0;0;1;0;;;;
Q766583;0;0;0;0;1;0;0;0;1;0;;;;
Q766849;0;0;0;0;1;0;0;0;1;0;;;;
Q767186;0;0;0;0;1;0;0;0;1;0;;;;
Q767553;0;0;0;0;1;0;0;0;1;0;;;;
Q767798;0;0;0;0;1;0;0;0;1;0;;;;
Q768030;0;0;0;0;1;0;0;0;1;0;;;;
Q768163;0;0;0;0;1;0;0;0;1;0;;;;
Q768689;0;0;0;0;1;0;0;0;1;0;;;;
Q769160;0;0;0;0;1;0;0;0;1;0;;;;
Q769395;0;0;0;0;1;0;0;0;1;0;;;;
Q770187;0;0;0;0;1;0;0;0;1;0;;;;
Q770599;0;0;0;0;1;0;0;0;1;0;;;;
Q771118;0;0;0;0;1;0;0;0;1;0;;;;
Q771345;0;0;0;0;1;0;0;0;1;0;;;;
Q771762;0;0;0;0;1;0;0;0;1;0;;;;
Q771863;0;0;0;0;1;0;0;0;1;0;;;;
Q771899;0;0;0;0;1;0;0;0;1;0;;;;
Q772458;0;0;0;0;1;0;0;0;1;0;;;;
Q772614;0;0;0;0;1;0;0;0;1;0;;;;
Q772803;0;0;0;0;1;0;0;0;1;0;;;;
Q773061;0;0;0;0;1;0;0;0;1;0;;;;
Q773160;0;0;0;0;1;0;0;0;1;0;;;;
Q773325;0;0;0;0;1;0;0;0;1;0;;;;
Q773350;0;0;0;0;1;0;0;0;1;0;;;;
Q773527;0;0;0;0;1;0;0;0;1;0;;;;
Q773853;0;0;0;0;1;0;0;0;1;0;;;;
Q774098;0;0;0;0;1;0;0;0;1;0;;;;
Q774352;0;0;0;0;1;0;0;0;1;0;;;;
Q775299;0;0;0;0;1;0;0;0;1;0;;;;
Q775604;0;0;0;0;1;0;0;0;1;0;;;;
Q776662;0;0;0;0;1;0;0;0;1;0;;;;
Q776804;0;0;0;0;1;0;0;0;1;0;;;;
Q776887;0;0;0;0;1;0;0;0;1;0;;;;
Q776929;0;0;0;0;1;0;0;0;1;0;;;;
Q776965;0;0;0;0;1;0;0;0;1;0;;;;
Q777169;0;0;0;0;1;0;0;0;1;0;;;;
Q777884;0;0;0;0;1;0;0;0;1;0;;;;
Q778514;0;0;0;0;1;0;0;0;1;0;;;;
Q779376;0;0;0;0;1;0;0;0;1;0;;;;
Q779813;0;0;0;0;1;0;0;0;1;0;;;;
Q780944;0;0;0;0;1;0;0;0;1;0;;;;
Q781510;0;0;0;0;1;0;0;0;1;0;;;;
Q781662;0;0;0;0;1;0;0;0;1;0;;;;
Q781885;0;0;0;0;1;0;0;0;1;0;;;;
Q782147;0;0;0;0;1;0;0;0;1;0;;;;
Q783094;0;0;0;0;1;0;0;0;1;0;;;;
Q783210;0;0;0;0;1;0;0;0;1;0;;;;
Q783301;0;0;0;0;1;0;0;0;1;0;;;;
Q784483;0;0;0;0;1;0;0;0;1;0;;;;
Q784811;0;0;0;0;1;0;0;0;1;0;;;;
Q784885;0;0;0;0;1;0;0;0;1;0;;;;
Q785888;0;0;0;0;1;0;0;0;1;0;;;;
Q786770;0;0;0;0;1;0;0;0;1;0;;;;
Q787824;0;0;0;0;2;0;0;0;2;0;;;;
Q787877;0;0;0;0;1;0;0;0;1;0;;;;
Q788753;0;0;0;0;1;0;0;0;1;0;;;;
Q789348;0;0;0;0;1;0;0;0;1;0;;;;
Q789603;0;0;0;0;1;0;0;0;1;0;;;;
Q790338;0;0;0;0;1;0;0;0;1;0;;;;
Q790370;0;0;0;0;1;0;0;0;1;0;;;;
Q790431;0;0;0;0;1;0;0;0;1;0;;;;
Q790938;0;0;0;0;1;0;0;0;1;0;;;;
Q791141;0;0;0;0;1;0;0;0;1;0;;;;
Q791195;0;0;0;0;1;0;0;0;1;0;;;;
Q793383;0;0;0;0;1;0;0;0;1;0;;;;
Q793424;0;0;0;0;1;0;0;0;1;0;;;;
Q793727;0;0;0;0;1;0;0;0;1;0;;;;
Q793809;0;0;0;0;1;0;0;0;1;0;;;;
Q793941;0;0;0;0;1;0;0;0;1;0;;;;
Q795115;0;0;0;0;1;0;0;0;1;0;;;;
Q795615;0;0;0;0;1;0;0;0;1;0;;;;
Q795623;0;0;0;0;1;0;0;0;1;0;;;;
Q797502;0;0;0;0;1;0;0;0;1;0;;;;
Q797635;0;0;0;0;1;0;0;0;1;0;;;;
Q797713;0;0;0;0;1;0;0;0;1;0;;;;
Q797716;0;0;0;0;1;0;0;0;1;0;;;;
Q798142;0;0;0;0;1;0;0;0;1;0;;;;
Q798234;0;0;0;0;1;0;0;0;1;0;;;;
Q798382;0;0;0;0;1;0;0;0;1;0;;;;
Q798451;0;0;0;0;1;0;0;0;1;0;;;;
Q798730;0;0;0;0;1;0;0;0;1;0;;;;
Q798747;0;0;0;0;1;0;0;0;1;0;;;;
Q798761;0;0;0;0;1;0;0;0;1;0;;;;
Q798764;0;0;0;0;1;0;0;0;1;0;;;;
Q798800;0;0;0;0;1;0;0;0;1;0;;;;
Q798842;0;0;0;0;1;0;0;0;1;0;;;;
Q798906;0;0;0;0;1;0;0;0;1;0;;;;
Q799843;0;0;0;0;1;0;0;0;1;0;;;;
Q799948;0;0;0;0;2;0;0;0;2;0;;;;
Q803763;0;0;0;0;1;0;0;0;1;0;;;;
Q803933;0;0;0;0;1;0;0;0;1;0;;;;
Q803952;0;0;0;0;1;0;0;0;1;0;;;;
Q804035;0;0;0;0;1;0;0;0;1;0;;;;
Q804268;0;0;0;0;1;0;0;0;1;0;;;;
Q804637;0;0;0;0;1;0;0;0;1;0;;;;
Q804761;0;0;0;0;1;0;0;0;1;0;;;;
Q805740;0;0;0;0;1;0;0;0;1;0;;;;
Q805887;0;0;0;0;1;0;0;0;1;0;;;;
Q806004;0;0;0;0;0;1;0;0;1;0;;;;
Q806131;0;0;0;0;1;0;0;0;1;0;;;;
Q806160;0;0;0;0;1;0;0;0;1;0;;;;
Q806916;0;0;0;0;1;0;0;0;1;0;;;;
Q807316;0;0;0;0;1;0;0;0;1;0;;;;
Q807982;0;0;0;0;1;0;0;0;1;0;;;;
Q807991;0;0;0;0;1;0;0;0;1;0;;;;
Q808025;0;0;0;0;1;0;0;0;1;0;;;;
Q808036;0;0;0;0;1;0;0;0;1;0;;;;
Q808183;0;0;0;0;1;0;0;0;1;0;;;;
Q808186;0;0;0;0;1;0;0;0;1;0;;;;
Q808344;0;0;0;0;1;0;0;0;1;0;;;;
Q808437;0;0;0;0;1;0;0;0;1;0;;;;
Q808532;0;0;0;0;1;0;0;0;1;0;;;;
Q808771;0;0;0;0;1;0;0;0;1;0;;;;
Q808789;0;0;0;0;2;0;0;0;2;0;;;;
Q808830;0;0;0;0;1;0;0;0;1;0;;;;
Q809254;0;0;0;0;1;0;0;0;1;0;;;;
Q809261;0;0;0;0;1;0;0;0;1;0;;;;
Q809450;0;0;0;0;1;0;0;0;1;0;;;;
Q809665;0;0;0;0;1;0;0;0;1;0;;;;
Q810092;0;0;0;0;1;0;0;0;1;0;;;;
Q810183;0;0;0;0;1;0;0;0;1;0;;;;
Q810196;0;0;0;0;1;0;0;0;1;0;;;;
Q810309;0;0;0;0;1;0;0;0;1;0;;;;
Q810368;0;0;0;0;1;0;0;0;1;0;;;;
Q810682;0;0;0;0;1;0;0;0;1;0;;;;
Q810784;0;0;0;0;1;0;0;0;1;0;;;;
Q810869;0;0;0;0;1;0;0;0;1;0;;;;
Q811144;0;0;0;0;1;0;0;0;1;0;;;;
Q811222;0;0;0;0;1;0;0;0;1;0;;;;
Q811521;0;0;0;0;1;0;0;0;1;0;;;;
Q812722;0;0;0;0;1;0;0;0;1;0;;;;
Q812726;0;0;0;0;1;0;0;0;1;0;;;;
Q812728;0;0;0;0;1;0;0;0;1;0;;;;
Q813530;0;0;0;0;1;0;0;0;1;0;;;;
Q813541;0;0;0;0;1;0;0;0;1;0;;;;
Q813552;0;0;0;0;1;0;0;0;1;0;;;;
Q813574;0;0;0;0;1;0;0;0;1;0;;;;
Q813585;0;0;0;0;1;0;0;0;1;0;;;;
Q813656;0;0;0;0;1;0;0;0;1;0;;;;
Q813745;0;0;0;0;1;0;0;0;1;0;;;;
Q813895;0;0;0;0;1;0;0;0;1;0;;;;
Q813974;0;0;0;0;1;0;0;0;1;0;;;;
Q814111;0;0;0;0;1;0;0;0;1;0;;;;
Q814409;0;0;0;0;1;0;0;0;1;0;;;;
Q814569;0;0;0;0;1;0;0;0;1;0;;;;
Q815082;0;0;0;0;1;0;0;0;1;0;;;;
Q815339;0;0;0;0;1;0;0;0;1;0;;;;
Q815541;0;0;0;0;1;0;0;0;1;0;;;;
Q815701;0;0;0;0;1;0;0;0;1;0;;;;
Q815704;0;0;0;0;1;0;0;0;1;0;;;;
Q815721;0;0;0;0;1;0;0;0;1;0;;;;
Q815903;0;0;0;0;1;0;0;0;1;0;;;;
Q815918;0;0;0;0;1;0;0;0;1;0;;;;
Q815939;0;0;0;0;1;0;0;0;1;0;;;;
Q816178;0;0;0;0;1;0;0;0;1;0;;;;
Q816233;0;0;0;0;1;0;0;0;1;0;;;;
Q816331;0;0;0;0;1;0;0;0;1;0;;;;
Q816417;0;0;0;0;1;0;0;0;1;0;;;;
Q816699;0;0;0;0;1;0;0;0;1;0;;;;
Q816776;0;0;0;0;1;0;0;0;1;0;;;;
Q817204;0;0;0;0;1;0;0;0;1;0;;;;
Q817252;0;0;0;0;1;0;0;0;1;0;;;;
Q817279;0;0;0;0;1;0;0;0;1;0;;;;
Q817366;0;0;0;0;1;0;0;0;1;0;;;;
Q817578;0;0;0;0;1;0;0;0;1;0;;;;
Q817832;0;0;0;0;1;0;0;0;1;0;;;;
Q817921;0;0;0;0;1;0;0;0;1;0;;;;
Q817939;0;0;0;0;1;0;0;0;1;0;;;;
Q818173;0;0;0;0;1;0;0;0;1;0;;;;
Q818280;0;0;0;0;1;0;0;0;1;0;;;;
Q818317;0;0;0;0;2;0;0;0;2;0;;;;
Q818341;0;0;0;0;1;0;0;0;1;0;;;;
Q818344;0;0;0;0;1;0;0;0;1;0;;;;
Q818490;0;0;0;0;1;0;0;0;1;0;;;;
Q818496;0;0;0;0;1;0;0;0;1;0;;;;
Q818499;0;0;0;0;1;0;0;0;1;0;;;;
Q818519;0;0;0;0;1;0;0;0;1;0;;;;
Q818538;0;0;0;0;1;0;0;0;1;0;;;;
Q818541;0;0;0;0;1;0;0;0;1;0;;;;
Q818554;0;0;0;0;1;0;0;0;1;0;;;;
Q818561;0;0;0;0;1;0;0;0;1;0;;;;
Q818571;0;0;0;0;1;0;0;0;1;0;;;;
Q818581;0;0;0;0;1;0;0;0;1;0;;;;
Q818584;0;0;0;0;1;0;0;0;1;0;;;;
Q818593;0;0;0;0;1;0;0;0;1;0;;;;
Q818598;0;0;0;0;1;0;0;0;1;0;;;;
Q818615;0;0;0;0;1;0;0;0;1;0;;;;
Q818619;0;0;0;0;1;0;0;0;1;0;;;;
Q818645;0;0;0;0;1;0;0;0;1;0;;;;
Q818650;0;0;0;0;1;1;0;0;2;0;;;;
Q818667;0;0;0;0;1;0;0;0;1;0;;;;
Q818672;0;0;0;0;1;0;0;0;1;0;;;;
Q818702;0;0;0;0;1;0;0;0;1;0;;;;
Q818718;0;0;0;0;1;0;0;0;1;0;;;;
Q818747;0;0;0;0;1;0;0;0;1;0;;;;
Q818765;0;0;0;0;1;0;0;0;1;0;;;;
Q818771;0;0;0;0;1;0;0;0;1;0;;;;
Q818785;0;0;0;0;1;0;0;0;1;0;;;;
Q818787;0;0;0;0;1;0;0;0;1;0;;;;
Q818790;0;0;0;0;1;0;0;0;1;0;;;;
Q818811;0;0;0;0;1;0;0;0;1;0;;;;
Q818822;0;0;0;0;1;0;0;0;1;0;;;;
Q818824;0;0;0;0;1;0;0;0;1;0;;;;
Q818860;0;0;0;0;1;0;0;0;1;0;;;;
Q818873;0;0;0;0;1;0;0;0;1;0;;;;
Q818881;0;0;0;0;1;0;0;0;1;0;;;;
Q818883;0;0;0;0;1;0;0;0;1;0;;;;
Q818890;0;0;0;0;1;0;0;0;1;0;;;;
Q818894;0;0;0;0;1;0;0;0;1;0;;;;
Q818898;0;0;0;0;1;0;0;0;1;0;;;;
Q818905;0;0;0;0;1;0;0;0;1;0;;;;
Q818911;0;0;0;0;1;0;0;0;1;0;;;;
Q818914;0;0;0;0;1;0;0;0;1;0;;;;
Q818925;0;0;0;0;1;0;0;0;1;0;;;;
Q818981;0;0;0;0;1;0;0;0;1;0;;;;
Q819005;0;0;0;0;1;0;0;0;1;0;;;;
Q819026;0;0;0;0;1;0;0;0;1;0;;;;
Q819126;0;0;0;0;1;0;0;0;1;0;;;;
Q819205;0;0;0;0;1;0;0;0;1;0;;;;
Q819209;0;0;0;0;1;0;0;0;1;0;;;;
Q819221;0;0;0;0;1;0;0;0;1;0;;;;
Q819227;0;0;0;0;1;0;0;0;1;0;;;;
Q819266;0;0;0;0;1;0;0;0;1;0;;;;
Q819267;0;0;0;0;1;0;0;0;1;0;;;;
Q819285;0;0;0;0;1;0;0;0;1;0;;;;
Q819331;0;0;0;0;1;0;0;0;1;0;;;;
Q819481;0;0;0;0;1;0;0;0;1;0;;;;
Q819672;0;0;0;0;1;0;0;0;1;0;;;;
Q819689;0;0;0;0;1;0;0;0;1;0;;;;
Q819717;0;0;0;0;1;0;0;0;1;0;;;;
Q819818;0;0;0;0;1;0;0;0;1;0;;;;
Q819875;0;0;0;0;1;0;0;0;1;0;;;;
Q820042;0;0;0;0;1;0;0;0;1;0;;;;
Q820224;0;0;0;0;1;0;0;0;1;0;;;;
Q820240;0;0;0;0;1;0;0;0;1;0;;;;
Q821060;0;0;0;0;1;0;0;0;1;0;;;;
Q821089;0;0;0;0;1;0;0;0;1;0;;;;
Q821101;0;0;0;0;1;0;0;0;1;0;;;;
Q821105;0;0;0;0;1;0;0;0;1;0;;;;
Q821321;0;0;0;0;1;0;0;0;1;0;;;;
Q822088;0;0;0;0;1;0;0;0;1;0;;;;
Q822108;0;0;0;0;1;0;0;0;1;0;;;;
Q822112;0;0;0;0;1;0;0;0;1;0;;;;
Q822119;0;0;0;0;1;0;0;0;1;0;;;;
Q822128;0;0;0;0;1;0;0;0;1;0;;;;
Q822133;0;0;0;0;1;0;0;0;1;0;;;;
Q822173;0;0;0;0;1;0;0;0;1;0;;;;
Q822179;0;0;0;0;1;0;0;0;1;0;;;;
Q822358;0;0;0;0;1;0;0;0;1;0;;;;
Q822942;0;0;0;0;1;0;0;0;1;0;;;;
Q822970;0;0;0;0;1;0;0;0;1;0;;;;
Q823076;0;0;0;0;1;0;0;0;1;0;;;;
Q823600;0;0;0;0;0;1;0;0;1;0;;;;
Q823623;0;0;0;0;1;0;0;0;1;0;;;;
Q823785;0;0;0;0;1;0;0;0;1;0;;;;
Q823967;0;0;0;0;1;0;0;0;1;0;;;;
Q824043;0;0;0;0;1;0;0;0;1;0;;;;
Q824387;0;0;0;0;1;0;0;0;1;0;;;;
Q825166;0;0;0;0;1;0;0;0;1;0;;;;
Q826076;0;0;0;0;1;0;0;0;1;0;;;;
Q826130;0;0;0;0;1;0;0;0;1;0;;;;
Q826439;0;0;0;0;1;0;0;0;1;0;;;;
Q826545;0;0;0;0;1;0;0;0;1;0;;;;
Q826747;0;0;0;0;1;0;0;0;1;0;;;;
Q826758;0;0;0;0;1;0;0;0;1;0;;;;
Q826762;0;0;0;0;1;0;0;0;1;0;;;;
Q826765;0;0;0;0;1;0;0;0;1;0;;;;
Q826774;0;0;0;0;1;0;0;0;1;0;;;;
Q826782;0;0;0;0;1;0;0;0;1;0;;;;
Q827260;0;0;0;0;1;0;0;0;1;0;;;;
Q827648;0;0;0;0;1;0;0;0;1;0;;;;
Q828152;0;0;0;0;1;0;0;0;1;0;;;;
Q828265;0;0;0;0;1;0;0;0;1;0;;;;
Q828314;0;0;0;0;1;0;0;0;1;0;;;;
Q828572;0;0;0;0;1;0;0;0;1;0;;;;
Q828676;0;0;0;0;1;0;0;0;1;0;;;;
Q828723;0;0;0;0;1;0;0;0;1;0;;;;
Q829042;0;0;0;0;1;0;0;0;1;0;;;;
Q829198;0;0;0;0;1;0;0;0;1;0;;;;
Q829308;0;0;0;0;1;0;0;0;1;0;;;;
Q829322;0;0;0;0;1;0;0;0;1;0;;;;
Q829417;0;0;0;0;1;0;0;0;1;0;;;;
Q829617;0;0;0;0;1;0;0;0;1;0;;;;
Q829640;0;0;0;0;1;0;0;0;1;0;;;;
Q830411;0;0;0;0;1;0;0;0;1;0;;;;
Q830418;0;0;0;0;1;0;0;0;1;0;;;;
Q830798;0;0;0;0;1;0;0;0;1;0;;;;
Q830951;0;0;0;0;1;0;0;0;1;0;;;;
Q831170;0;0;0;0;1;0;0;0;1;0;;;;
Q831279;0;0;0;0;1;0;0;0;1;0;;;;
Q831288;0;0;0;0;1;0;0;0;1;0;;;;
Q831293;0;0;0;0;1;0;0;0;1;0;;;;
Q831391;0;0;0;0;1;0;0;0;1;0;;;;
Q831408;0;0;0;0;1;0;0;0;1;0;;;;
Q831440;0;0;0;0;1;0;0;0;1;0;;;;
Q832006;0;0;0;0;1;0;0;0;1;0;;;;
Q832070;0;0;0;0;1;0;0;0;1;0;;;;
Q832313;0;0;0;0;1;0;0;0;1;0;;;;
Q832342;0;0;0;0;1;0;0;0;1;0;;;;
Q832372;0;0;0;0;1;0;0;0;1;0;;;;
Q832382;0;0;0;0;1;0;0;0;1;0;;;;
Q832386;0;0;0;0;1;0;0;0;1;0;;;;
Q832408;0;0;0;0;1;0;0;0;1;0;;;;
Q832671;0;0;0;0;1;0;0;0;1;0;;;;
Q832807;0;0;0;0;1;0;0;0;1;0;;;;
Q832908;0;0;0;0;1;0;0;0;1;0;;;;
Q832938;0;0;0;0;1;0;0;0;1;0;;;;
Q832945;0;0;0;0;1;0;0;0;1;0;;;;
Q832967;0;0;0;0;0;1;0;0;1;0;;;;
Q833021;0;0;0;0;1;0;0;0;1;0;;;;
Q833060;0;0;0;0;1;0;0;0;1;0;;;;
Q833231;0;0;0;0;1;0;0;0;1;0;;;;
Q833271;0;0;0;0;1;0;0;0;1;0;;;;
Q833346;0;0;0;0;1;0;0;0;1;0;;;;
Q833347;0;0;0;0;1;0;0;0;1;0;;;;
Q833878;0;0;0;0;1;0;0;0;1;0;;;;
Q834094;0;0;0;0;1;0;0;0;1;0;;;;
Q834110;0;0;0;0;1;0;0;0;1;0;;;;
Q834531;0;0;0;0;1;0;0;0;1;0;;;;
Q834687;0;0;0;0;1;0;0;0;1;0;;;;
Q834780;0;0;0;0;1;0;0;0;1;0;;;;
Q834842;0;0;0;0;1;0;0;0;1;0;;;;
Q834894;0;0;0;0;1;0;0;0;1;0;;;;
Q834905;0;0;0;0;1;0;0;0;1;0;;;;
Q834920;0;0;0;0;1;0;0;0;1;0;;;;
Q834930;0;0;0;0;1;0;0;0;1;0;;;;
Q835000;0;0;0;0;1;0;0;0;1;0;;;;
Q835181;0;0;0;0;1;0;0;0;1;0;;;;
Q835202;0;0;0;0;1;0;0;0;1;0;;;;
Q835404;0;0;0;0;1;0;0;0;1;0;;;;
Q835442;0;0;0;0;1;0;0;0;1;0;;;;
Q835536;0;0;0;0;1;0;0;0;1;0;;;;
Q835569;0;0;0;0;1;0;0;0;1;0;;;;
Q835771;0;0;0;0;1;0;0;0;1;0;;;;
Q835796;1;0;0;0;0;0;1;0;0;0;;;;
Q835800;0;0;0;0;1;0;0;0;1;0;;;;
Q835835;0;0;0;0;1;0;0;0;1;0;;;;
Q835857;0;0;0;0;1;0;0;0;1;0;;;;
Q835861;0;0;0;0;1;0;0;0;1;0;;;;
Q835865;0;0;0;0;1;0;0;0;1;0;;;;
Q836075;0;0;0;0;1;0;0;0;1;0;;;;
Q836082;0;0;0;0;0;1;0;0;1;0;;;;
Q836332;0;0;0;0;1;0;0;0;1;0;;;;
Q836557;0;0;0;0;1;0;0;0;1;0;;;;
Q836621;0;0;0;0;1;0;0;0;1;0;;;;
Q836663;0;0;0;0;1;0;0;0;1;0;;;;
Q836695;0;0;0;0;1;0;0;0;1;0;;;;
Q836727;0;0;0;0;1;0;0;0;1;0;;;;
Q836961;0;0;0;0;1;0;0;0;1;0;;;;
Q836986;0;0;0;0;1;0;0;0;1;0;;;;
Q837062;0;0;0;0;1;0;0;0;1;0;;;;
Q837125;0;0;0;0;1;0;0;0;1;0;;;;
Q837167;0;0;0;0;1;0;0;0;1;0;;;;
Q837173;0;0;0;0;1;0;0;0;1;0;;;;
Q837211;0;0;0;0;1;0;0;0;1;0;;;;
Q837464;0;0;0;0;1;0;0;0;1;0;;;;
Q837478;0;0;0;0;1;0;0;0;1;0;;;;
Q837563;0;0;0;0;1;0;0;0;1;0;;;;
Q837592;0;0;0;0;1;0;0;0;1;0;;;;
Q837598;0;0;0;0;1;0;0;0;1;0;;;;
Q837929;0;0;0;0;1;0;0;0;1;0;;;;
Q838112;0;0;0;0;1;0;0;0;1;0;;;;
Q838322;0;0;0;0;1;0;0;0;1;0;;;;
Q838334;0;0;0;0;1;0;0;0;1;0;;;;
Q838493;0;0;0;0;1;0;0;0;1;0;;;;
Q838612;0;0;0;0;1;0;0;0;1;0;;;;
Q838654;0;0;0;0;1;0;0;0;1;0;;;;
Q838679;0;0;0;0;1;0;0;0;1;0;;;;
Q838870;0;0;0;0;1;0;0;0;1;0;;;;
Q839446;0;0;0;0;1;0;0;0;1;0;;;;
Q839456;0;0;0;0;1;0;0;0;1;0;;;;
Q839520;0;0;0;0;1;0;0;0;1;0;;;;
Q839537;0;0;0;0;1;0;0;0;1;0;;;;
Q839556;0;0;0;0;1;0;0;0;1;0;;;;
Q839670;0;0;0;0;1;0;0;0;1;0;;;;
Q839802;0;0;0;0;1;0;0;0;1;0;;;;
Q839811;0;0;0;0;1;0;0;0;1;0;;;;
Q839814;0;0;0;0;1;0;0;0;1;0;;;;
Q840082;0;0;0;0;1;0;0;0;1;0;;;;
Q840213;0;0;0;0;1;0;0;0;1;0;;;;
Q840242;0;0;0;0;1;0;0;0;1;0;;;;
Q840460;0;0;0;0;1;0;0;0;1;0;;;;
Q840681;0;0;0;0;1;0;0;0;1;0;;;;
Q840712;0;0;0;0;1;0;0;0;1;0;;;;
Q840951;0;0;0;0;0;1;0;0;1;0;;;;
Q841074;0;0;0;0;1;0;0;0;1;0;;;;
Q841172;0;0;0;0;2;0;0;0;2;0;;;;
Q841299;0;0;0;0;1;0;0;0;1;0;;;;
Q841342;0;0;0;0;1;0;0;0;1;0;;;;
Q841352;0;0;0;0;1;0;0;0;1;0;;;;
Q841356;0;0;0;0;1;0;0;0;1;0;;;;
Q841396;0;0;0;0;1;0;0;0;1;0;;;;
Q841411;0;0;0;0;1;0;0;0;1;0;;;;
Q841589;0;0;0;0;1;0;0;0;1;0;;;;
Q841686;0;0;0;0;1;0;0;0;1;0;;;;
Q841957;0;0;0;0;1;0;0;0;1;0;;;;
Q841979;0;0;0;0;1;0;0;0;1;0;;;;
Q842018;0;0;0;0;1;0;0;0;1;0;;;;
Q842028;0;0;0;0;1;0;0;0;1;0;;;;
Q842869;0;0;0;0;1;0;0;0;1;0;;;;
Q842912;0;0;0;0;1;0;0;0;1;0;;;;
Q843014;0;0;0;0;1;0;0;0;1;0;;;;
Q843021;0;0;0;0;1;0;0;0;1;0;;;;
Q843025;0;0;0;0;1;0;0;0;1;0;;;;
Q843031;0;0;0;0;1;0;0;0;1;0;;;;
Q843899;0;0;0;0;1;0;0;0;1;0;;;;
Q844016;0;0;0;0;1;0;0;0;1;0;;;;
Q844038;0;0;0;0;1;0;0;0;1;0;;;;
Q844052;0;0;0;0;1;0;0;0;1;0;;;;
Q844062;0;0;0;0;1;0;0;0;1;0;;;;
Q844091;0;0;0;0;0;1;0;0;1;0;;;;
Q844130;0;0;0;0;1;0;0;0;1;0;;;;
Q844192;0;0;0;0;1;0;0;0;1;0;;;;
Q844852;0;0;0;0;1;0;0;0;1;0;;;;
Q844987;0;0;0;0;1;0;0;0;1;0;;;;
Q845002;0;0;0;0;1;0;0;0;1;0;;;;
Q845564;0;0;0;0;1;0;0;0;1;0;;;;
Q845623;0;0;0;0;1;0;0;0;1;0;;;;
Q845792;0;0;0;0;1;0;0;0;1;0;;;;
Q845832;0;0;0;0;1;0;0;0;1;0;;;;
Q845855;0;0;0;0;1;0;0;0;1;0;;;;
Q845928;0;0;0;0;1;0;0;0;1;0;;;;
Q846040;0;0;0;0;1;0;0;0;1;0;;;;
Q846044;0;0;0;0;1;0;0;0;1;0;;;;
